Index    Invoke Time(sec)       Use Size(byte)     Total Size(byte)         Total Object                    GC Time(ms) GC 35 invokes.  105.324942113
    1               0.085               470280              1077120                26928         1.90950900000003143120
    2               0.098              1075040              1077120                26928         1.37350300000003988643
    3               0.099              1074160              1077120                26928         0.04713300000001863221
    4               0.113              1777120              1778880                44472         1.78443600000000035521
    5               0.134              2951000              2953920                73848         2.95488099999999231926
    6               0.168              4907480              4912320               122808         5.04554199999998598258
    7               0.173              4923800              4928640               123216         0.06693099999999230221
    8               0.240              8200880              8208960               205224         9.15948699999999327304
    9               0.339             13662720             13676160               341904        15.49430699999998495286
   10               0.512             22760360             22782720               569568        25.75260700000004021604
   11               0.538             22776640             22799040               569976         0.13782300000009239938
   12               0.842             37955680             37992960               949824        43.43646100000009369069
   13               1.304             63259520             63321600              1583040        71.79996099999974035200
   14               2.071            105421680            105525120              2638128       123.58893499999990694960
   15               2.194            105437960            105541440              2638536         0.97761900000037371683
   16               3.588            175724520            175896960              4397424       203.44619699999987005867
   17               5.737            292868800            293156160              7328904       341.40730799999994360405
   18               9.289            488109200            488588160             12214704       587.18687700000054974225
   19               9.876            488125520            488604480             12215112         3.29103400000008150528
   20              10.962            488141840            488637120             12215928         2.80067300000119701053
   21              17.346            813537120            814335360             20358384       960.09553200000038941653
   22              27.456           1355889640           1357220160             33930504      1623.19957900000144945807
   23              29.079           1355905920           1357252800             33931320         8.95021699999887232480
   24              32.140           1355954840           1357301760             33932544         8.89239400000008117786
   25              50.661           2259815960           2262033600             56550840      2661.36398800000506525976
   26              79.023           3766354520           3770050560             94251264      4460.55525700000998767791
   27              83.484           3766370840           3770083200             94252080        27.26261700000520704634
   28              92.446           3766403440           3770115840             94252896        24.60759000001644380973

