Index    Invoke Time(sec)       Use Size(byte)     Total Size(byte)         Total Object                    GC Time(ms) GC 6448 invokes.     63.235203578
    1               0.102               455040              1077120                26928         2.53252099999995428092
    2               0.114               455000              1077120                26928         0.59741600000003114435
    3               0.123               455000              1077120                26928         0.66115199999991491886
    4               0.132               455000              1077120                26928         0.67008199999993300899
    5               0.143               455000              1077120                26928         0.52898100000009495858
    6               0.151               455000              1077120                26928         0.54496700000003506226
    7               0.160               455000              1077120                26928         0.70151200000004299007
    8               0.171               455000              1077120                26928         0.67425699999990040823
    9               0.182               455000              1077120                26928         0.66774199999991568077
   10               0.192               455000              1077120                26928         0.75773900000006277899
   11               0.203               455000              1077120                26928         0.67755799999982824211
   12               0.213               455000              1077120                26928         0.58327300000016180093
   13               0.223               455000              1077120                26928         0.52474400000016019341
   14               0.231               455000              1077120                26928         0.52359199999993388808
   15               0.240               455000              1077120                26928         0.53656000000004699935
   16               0.249               455000              1077120                26928         0.49820599999994552576
   17               0.257               455000              1077120                26928         0.52245999999978032236
   18               0.266               455000              1077120                26928         0.56773200000020951350
   19               0.275               455000              1077120                26928         0.54207499999997521556
   20               0.283               455000              1077120                26928         0.69637099999997342792
   21               0.292               455000              1077120                26928         0.64913900000013180502
   22               0.301               455000              1077120                26928         0.77939500000001604718
   23               0.312               455000              1077120                26928         0.67974000000042833491
   24               0.322               455000              1077120                26928         0.66908399999998646734
   25               0.332               455000              1077120                26928         0.67149299999974543240
   26               0.341               455000              1077120                26928         0.58554500000013165462
   27               0.350               455000              1077120                26928         0.54748100000018284916
   28               0.360               455000              1077120                26928         0.61662100000031694336
   29               0.369               455000              1077120                26928         0.58260799999976242702
   30               0.378               455000              1077120                26928         0.60235000000002925091
   31               0.388               455000              1077120                26928         0.62059699999972295359
   32               0.398               455000              1077120                26928         0.57430400000002546079
   33               0.408               455000              1077120                26928         0.60826399999969193999
   34               0.417               455000              1077120                26928         0.59668900000009461593
   35               0.427               455000              1077120                26928         0.57043499999975821879
   36               0.435               455000              1077120                26928         0.54515899999973971291
   37               0.444               455000              1077120                26928         0.57930699999964030411
   38               0.452               455000              1077120                26928         0.52015000000027455940
   39               0.461               455000              1077120                26928         0.56132699999983382000
   40               0.470               455000              1077120                26928         0.55698499999989881104
   41               0.479               455000              1077120                26928         0.54683100000041395816
   42               0.488               455000              1077120                26928         0.58040200000014641191
   43               0.496               455000              1077120                26928         0.58404100000014613769
   44               0.506               455000              1077120                26928         0.55515299999964184963
   45               0.514               455000              1077120                26928         0.54267400000007626204
   46               0.523               455000              1077120                26928         0.52222200000040519541
   47               0.532               455000              1077120                26928         0.60961599999997950761
   48               0.541               455000              1077120                26928         0.56981899999963836478
   49               0.550               455000              1077120                26928         0.69873300000045102109
   50               0.559               455000              1077120                26928         0.61227400000052334406
   51               0.568               455000              1077120                26928         0.64332300000002895501
   52               0.578               455000              1077120                26928         0.53161000000012670341
   53               0.586               455000              1077120                26928         0.60316300000040623530
   54               0.595               455000              1077120                26928         0.86361499999942914485
   55               0.605               455000              1077120                26928         0.53118800000018229213
   56               0.614               455000              1077120                26928         0.66465800000015118343
   57               0.624               455000              1077120                26928         0.52624299999970425290
