Index    Invoke Time(sec)       Use Size(byte)     Total Size(byte)         Total Object                    GC Time(ms) GC 20 invokes.      60.957127793
    1               0.058               515800              1142400                28560         1.98650000000002302514
    2               0.068              1140800              1142400                28560         1.24683700000000063923
    3               0.082              2054360              2056320                51408         3.07963599999999670942
    4               0.106              3684760              3688320                92208         4.79551499999999997215
    5               0.150              6619480              6625920               165648         8.12348899999998330657
    6               0.232             11901960             11913600               297840        13.83980100000001201010
    7               0.372             21423400             21444480               536112        22.96735999999999222609
    8               0.629             38559280             38596800               964920        42.17297299999999893316
    9               1.082             69406000             69474240              1736856        74.99344000000007781637
   10               1.900            124922440            125043840              3126096       134.19029999999997926352
   11               3.369            224851840            225069120              5626728       236.55252299999983733869
   12               6.031            404714880            405111360             10127784       441.92630499999995663529
   13              10.851            728474720            729193920             18229848       797.54666400000041903695
   14              19.473           1311235960           1312536000             32813400      1411.96130000000152904249
   15              35.210           2360259440           2362564800             59064120      2554.48474499999610998202
